"","PROPERTY_ID","PROPERTY_NAME","ADDRESS","CITY","TYPE","INSPECTIONS","MEAN_SCORE","MEDIAN_SCORE","MOST_RECENT_INSPECTION","OLDEST_INSPECTION","INSPECTION_INTERVAL"
"1","800013923","Acacia-Lumberton Manor","423 E Landing St","Lumberton","Multifamily",3,92,94,2010-09-21,2002-10-21,6.66666666666667
"2","800013923","Acacia-Lumberton Manor","423 Landing St","Lumberton","Multifamily",2,98,98,2019-05-09,2016-04-08,10
"3","800013926","Alexandria Group Home","1 Alexandria Dr","Manalapan","Multifamily",2,92.5,92.5,2018-04-06,2014-09-29,10
"4","800013926","Alexandria Group Home","Alexandria & Symmes Road","Manalapan","Multifamily",3,81.3333333333333,83,2007-09-28,2002-09-24,6.66666666666667
"5","800013939","Arlington Arms","750 Grand St","Jersey City","Multifamily",8,63.5,66.5,2018-09-20,2002-09-30,2.5
"6","800013939","Arlington Arms","752 Grand St","Jersey City","Multifamily",2,82,82,2014-06-04,2013-05-02,10
"7","800013942","Aspen Belmont B","399 Belmont Ave","Belleville","Multifamily",1,45,45,2017-10-24,2017-10-24,20
"8","800013942","Aspen Belmont B","399-400 Belmont Avenue","Newark","Multifamily",7,75.4285714285714,77,2013-09-24,2000-09-01,2.85714285714286
"9","800013942","Aspen Belmont B",,"Newark","Multifamily",1,67,67,2015-09-30,2015-09-30,20
"10","800013953","Audobon Park Apartments","112 Bergen Ave","Jersey City","Multifamily",10,73.6,72,2015-12-21,2001-07-27,2
"11","800013953","Audobon Park Apartments","135 Bergen Ave","Jersey City","Multifamily",1,78,78,2014-10-20,2014-10-20,20
"12","800013953","Audubon Park Apartments","112 Bergen Ave","Jersey City","Multifamily",1,82,82,2018-03-01,2018-03-01,20
"13","800013958","Bergerville Group Home","122 Bergerville Rd","Freehold","Multifamily",3,89.6666666666667,97,2018-12-06,2014-09-29,6.66666666666667
"14","800013958","Bergerville Group Home","86a Bergerville Rd","Freehold","Multifamily",3,94.3333333333333,94,2010-10-18,2002-09-25,6.66666666666667
"15","800013963","Burlington Manor Apts.","225 E Pearl St","Burlington","Multifamily",3,86.3333333333333,94,2010-12-15,2002-05-31,6.66666666666667
"16","800013963","Burlington Manor Apts.","225 Eastpearl Blvd","Burlington","Multifamily",1,94,94,2019-09-27,2019-09-27,20
"17","800013963","Burlington Manor Apts.",,"Burlington","Multifamily",1,93,93,2016-05-16,2016-05-16,20
"18","800013974","Belmont Apts A","393 Belmont Avenue","Newark","Multifamily",1,76,76,2013-10-18,2013-10-18,20
"19","800013974","Belmont Apts A","393-395 Belmont Avenue","Newark","Multifamily",7,61.5714285714286,69,2017-11-01,2002-10-10,2.85714285714286
"20","800013974","Belmont Apts A",,"Newark","Multifamily",1,81,81,2015-03-19,2015-03-19,20
"21","800013975","Bentley Woods","Higgins & Rossevelt Drive","Glassboro","Multifamily",6,78.6666666666667,78.5,2010-01-08,2000-10-18,3.33333333333333
"22","800013975","Whitney Crescent","Higgins & Rossevelt Drive","Glassboro","Multifamily",1,85,85,2016-11-22,2016-11-22,20
"23","800013981","Bethany Towers","1 Clark St","Hazlet","Multifamily",3,84,84,2016-11-23,2013-09-09,6.66666666666667
"24","800013981","Bethany Towers","500 Broad St","Keyport","Multifamily",3,82.3333333333333,89,2007-10-09,2003-09-15,6.66666666666667
"25","800013987","Bridgeton Villas Ii","205 Cottage Ave","Bridgeton","Multifamily",1,89,89,2014-02-19,2014-02-19,20
"26","800013987","Bridgeton Villas Ii","9af Cottage Avenue","Bridgeton","Multifamily",6,88,88.5,2019-08-13,2000-11-28,3.33333333333333
"27","800013994","Brookside Gardens","239 Murray Hill Terrace","Bergenfield","Multifamily",4,95.75,99.5,2018-12-04,2003-06-26,5
"28","800013994","Brookside Gardens",,"Bergenfield","Multifamily",1,99,99,2015-05-22,2015-05-22,20
"29","800013997","Brunswick Village Limited Partnership","825 Brunswick Ave","Trenton","Multifamily",1,70,70,2014-02-26,2014-02-26,20
"30","800013997","Brunswick Village Limited Partnership","833 Brunswick Ave","Trenton","Multifamily",6,80,84.5,2018-11-13,2000-11-02,3.33333333333333
"31","800014033","Nutley Senior Manor","47 Vincent Pl","Nutley","Multifamily",1,78,78,2014-09-22,2014-09-22,20
"32","800014033","Nutley Senior Manor","Vincent Place","Nutley","Multifamily",3,91.6666666666667,99,2010-05-12,2003-07-17,6.66666666666667
"33","800014033","Nutley Senior Manor",,"Nutley","Multifamily",1,92,92,2015-12-18,2015-12-18,20
"34","800014043","Center City Co. 3","2 Stratford Pl","Newark","Multifamily",1,51,51,2014-04-10,2014-04-10,20
"35","800014043","Center City Co. 3","37 Brunswick St","Newark","Multifamily",6,71.3333333333333,76.5,2017-09-12,2000-11-02,3.33333333333333
"36","800014045","Center City Hsg 9b","76 Court St","Newark","Multifamily",7,78.7142857142857,79,2016-12-09,2000-10-31,2.85714285714286
"37","800014045","Center City Hsg 9b","80 Court St","Newark","Multifamily",1,92,92,2013-12-11,2013-12-11,20
"38","800014050","Charleston Place Apartments","3424 Route 27","Kendall Park","Multifamily",4,90.5,90.5,2019-03-05,2002-07-16,5
"39","800014050","Charleston Place Apartments",,"Kendall Park","Multifamily",1,97,97,2015-12-07,2015-12-07,20
"40","800014051","Cheshire Home Iii","305 Greenwood Ave","Florham Park","Multifamily",1,84,84,2016-08-17,2016-08-17,20
"41","800014051","Cheshire Home Iii","9 Ridgedale Ave","Florham Park","Multifamily",3,69.6666666666667,69,2014-02-07,2009-06-19,6.66666666666667
"42","800014055","Church Lane Group Home","30 Church Ln","Manalapan","Multifamily",2,94.5,94.5,2018-04-10,2014-09-29,10
"43","800014055","Church Lane Group Home","32 Church Ln","Manalapan","Multifamily",3,88,89,2007-10-05,2002-11-20,6.66666666666667
"44","800014061","Clinton Arms","161 Peshine Ave","Newark","Multifamily",11,71.1818181818182,68,2019-04-08,2001-05-21,1.81818181818182
"45","800014061","Clinton Arms","610 Huntington Ave","Newark","Multifamily",1,88,88,2013-06-20,2013-06-20,20
"46","800014070","Commercial Township Housing","504 James Moore Rd","Port Norris","Multifamily",8,69.25,69.5,2018-08-31,2000-12-26,2.5
"47","800014070","Commercial Township Housing",,"Port Norris","Multifamily",1,81,81,2015-06-23,2015-06-23,20
"48","800014075","Countryside Meadows","205 West Buchanan Avenue","Galloway","Multifamily",2,98,98,2007-09-12,2002-07-18,10
"49","800014075","Countryside Meadows","205 West Buchanan Avenue","Pomona","Multifamily",3,94.3333333333333,97,2020-03-03,2014-01-23,6.66666666666667
"50","800014078","Daughters Of Miriam  I","127 Hazel St","Clifton","Multifamily",6,78.3333333333333,83,2015-04-30,2001-07-26,3.33333333333333
"51","800014078","Senior Housing Of Hazel Street","127 Hazel St","Clifton","Multifamily",1,83,83,2018-09-17,2018-09-17,20
"52","800014084","Daughters Of Miriam  Ii","135 Hazel St","Clifton","Multifamily",3,56.3333333333333,64,2019-12-11,2017-10-23,6.66666666666667
"53","800014084","Daughters Of Miriam  Ii","155 Hazel St","Clifton","Multifamily",4,82.75,85,2007-09-20,2001-07-26,5
"54","800014086","Delsea Village","S Delsea Dirve","Millville","Multifamily",4,79.75,83.5,2019-10-31,2002-07-12,5
"55","800014086","Delsea Village",,"Millville","Multifamily",1,94,94,2016-05-10,2016-05-10,20
"56","800014094","Echo Housing Demonstration Program","350 Marshall St","Phillipsburg","Multifamily",1,69,69,2014-09-11,2014-09-11,20
"57","800014094","Echo Housing Demonstration Program","400 Spring St","Belvidere","Multifamily",2,91.5,91.5,2018-09-10,2015-12-14,10
"58","800014094","Echo Housing Demonstration Program","48 Ridgeway Avenue","Hope","Multifamily",3,95,95,2010-05-13,2003-07-23,6.66666666666667
"59","800014097","Matthew G. Carter Apartments","20 Glen Ridge Ave","Montclair","Multifamily",3,92.6666666666667,93,2008-01-16,2000-12-21,6.66666666666667
"60","800014097","Matthew G. Carter Apartments","20 Glenridge Ave","Montclair","Multifamily",3,87.3333333333333,88,2018-11-01,2013-09-11,6.66666666666667
"61","800014104","Eastview","58 Washington St","Hoboken","Multifamily",4,78.75,78,2008-08-27,2002-09-05,5
"62","800014104","Eastview","62 Washington St","Hoboken","Multifamily",1,100,100,2014-02-20,2014-02-20,20
"63","800014104","Eastview Associates","58 Washington St","Hoboken","Multifamily",1,99,99,2018-11-13,2018-11-13,20
"64","800014105","Eastview Towers","248 Fairview Ave","Fairview","Multifamily",5,71.8,74,2010-09-23,2003-09-22,4
"65","800014105","Eastview Towers","370 Fairview Ave","Fairview","Multifamily",3,91.3333333333333,91,2016-10-25,2013-09-12,6.66666666666667
"66","800014106","Eatontown Senior Citizens  A/K/A The Meadowbrook","55 Wyckoff Rd","Eatontown","Multifamily",1,91,91,2017-08-29,2017-08-29,20
"67","800014106","Eatontown Senior Citizewns  A/K/A The Meadowbrook","55 Wyckoff Rd","Eatontown","Multifamily",4,90,94.5,2014-02-18,2003-07-25,5
"68","800014107","Eatontown Consumer Home","65 Broad St","Eatontown","Multifamily",1,84,84,2018-07-19,2018-07-19,20
"69","800014107","Supportive Housing Of Eatontown","65 Broad St","Eatontown","Multifamily",3,85.6666666666667,86,2015-06-19,2001-06-26,6.66666666666667
"70","800014110","Egg Harbor Twp. C. H.","209 Cordova Avenue","Egg Harbor City","Multifamily",2,80,80,2018-09-13,2000-12-01,10
"71","800014110","Egg Harbor Twp. C. H.",,"Egg Harbor City","Multifamily",1,81,81,2015-06-29,2015-06-29,20
"72","800014115","Elmwood House","444 Elmwood Rd N","Evesham","Multifamily",1,41,41,2017-09-12,2017-09-12,20
"73","800014115","Elmwood House","444 N Elmwood Rd","Evesham","Multifamily",4,94,95,2014-01-15,2001-09-21,5
"74","800014117","Elysian Estates","1300 Washington St","Hoboken","Multifamily",5,90.6,92,2016-10-05,2000-09-19,4
"75","800014117","Elysian Estates","1302 Washington St","Hoboken","Multifamily",1,99,99,2013-08-20,2013-08-20,20
"76","800014121","Essex Plaza Ii","1060 Broad St","Newark","Multifamily",1,85,85,2014-12-04,2014-12-04,20
"77","800014121","Essex Plaza Ii","15-31 Pennington St","Newark","Multifamily",8,75.5,73,2017-12-06,2002-12-24,2.5
"78","800014122","Essex Plaza Iii","1060 Broad St","Newark","Multifamily",1,95,95,2013-11-14,2013-11-14,20
"79","800014122","Essex Plaza Iii","146 Orchard St","Newark","Multifamily",6,84,88.5,2016-05-12,2002-10-11,3.33333333333333
"80","800014122","Essex Plaza Iii","150 Orchard St","Newark","Multifamily",2,79.5,79.5,2019-04-30,2018-08-22,10
"81","800014124","Evesham Gardens","501 Charleston Ter","Lawnside","Multifamily",1,90,90,2013-09-24,2013-09-24,20
"82","800014124","Evesham Gardens","502 Nelson Terrace","Camden","Multifamily",10,78.7,80,2019-08-06,2000-11-03,2
"83","800014127","Fairview Homes","298 18th Avneue","Newark","Multifamily",1,85,85,2013-12-16,2013-12-16,20
"84","800014127","Fairview Homes","86 17th Ave","Newark","Multifamily",8,83,83.5,2018-11-19,2001-11-30,2.5
"85","800014130","Forest Hill House","505 Mount Prospect Ave","Newark","Multifamily",5,86,88,2019-08-16,2002-10-07,4
"86","800014130","Forest Hill House","506 Mount Prospect Ave","Newark","Multifamily",1,96,96,2013-12-09,2013-12-09,20
"87","800014143","Grace Church Van Vorst","270 2nd St","Jersey City","Multifamily",8,82.375,83,2019-08-01,2000-09-15,2.5
"88","800014143","Grace Church Van Vorst","282 2nd St","Jersey City","Multifamily",1,77,77,2014-04-28,2014-04-28,20
"89","800014154","Harrison Arms Apartments","287 S Harrison St","East Orange","Multifamily",4,85.5,86.5,2009-03-13,2001-06-22,5
"90","800014154","Peter Antonellis Towers","287 S Harrison St","East Orange","Multifamily",3,93,96,2018-12-07,2013-09-10,6.66666666666667
"91","800014157","Roebling Arms","1340 Roebling Arms","Roebling","Multifamily",1,96,96,2015-01-21,2015-01-21,20
"92","800014157","Roebling Arms","Hornberger Avenue","Florence Township","Multifamily",4,90.5,93,2010-05-10,2001-09-21,5
"93","800014161","Hamilton Group Home","1330 Cedar Ln","Hamilton","Multifamily",1,99,99,2013-12-19,2013-12-19,20
"94","800014161","Hamilton Group Home","1330 Cedar Ln","Hamilton Township","Multifamily",6,83.1666666666667,87,2018-12-10,2000-12-11,3.33333333333333
"95","800014163","Hamilton Supervised Apartments","196 Route 156","Hamilton Township","Multifamily",6,79.1666666666667,78.5,2018-12-06,2002-09-20,3.33333333333333
"96","800014163","Hamilton Supervised Apartments","196 Route 156","Yardville","Multifamily",1,94,94,2013-12-19,2013-12-19,20
"97","800014167","Harbor City Apts","301 Atlantic Ave","Egg Harbor City","Multifamily",7,75.2857142857143,73,2018-10-11,2000-10-23,2.85714285714286
"98","800014167","Harbor City Apts","Washington & Atlantic Avenues","Egg Harbor City","Multifamily",1,83,83,2013-12-09,2013-12-09,20
"99","800014176","High Street Senior Apartments","315 High St","Perth Amboy","Multifamily",6,85.3333333333333,84,2016-04-25,2000-12-08,3.33333333333333
"100","800014176","Thomas Natchuras Apartments","315 High St","Perth Amboy","Multifamily",1,83,83,2019-08-20,2019-08-20,20
"101","800014190","Ivy Hill Apts","1501 Thorn St","Camden","Multifamily",9,71,76,2018-03-28,2000-09-19,2.22222222222222
"102","800014190","Ivy Hill Apts","1501 Thorne St","Camden","Multifamily",1,42,42,2019-04-17,2019-04-17,20
"103","800014201","Irvington Seniors Apartments","1 Linden Ave","Irvington","Multifamily",2,94.5,94.5,2019-08-26,2015-09-28,10
"104","800014201","Jewish Federation Towers","1 Linden Ave","Irvington","Multifamily",5,80,85,2010-01-28,2001-01-11,4
"105","800014207","Kearny Senior Citizens","21 Spruce (@Hickory) St","Kearny","Multifamily",4,84.5,84.5,2013-12-16,2004-09-23,5
"106","800014207","Spruce Terrace","21 Spruce (@Hickory) St","Kearny","Multifamily",1,74,74,2017-03-19,2017-03-19,20
"107","800014207","Spruce Terrace","21 Spruce St","Kearny","Multifamily",1,84,84,2019-06-18,2019-06-18,20
"108","800014208","Kennedy Blvd Rehab","2540 Kennedy Blvd","Jersey City","Multifamily",6,85.1666666666667,93.5,2017-11-13,2001-12-03,3.33333333333333
"109","800014208","Kennedy Blvd Rehab","2555 J.f. Kennedy Blvd","Jersey City","Multifamily",1,78,78,2013-02-07,2013-02-07,20
"110","800014208","Kennedy Blvd Rehab","2555 John F Kennedy Blvd","Jersey City","Multifamily",1,96,96,2014-04-22,2014-04-22,20
"111","800014210","Keyport Legion Senior Citizens Apartment","50 Beers St","Keyport","Multifamily",4,71.25,71,2008-11-03,2003-07-16,5
"112","800014210","Keyport Leisure Bay Apartments","50 Beers St","Keyport","Multifamily",2,69.5,69.5,2018-10-16,2016-07-18,10
"113","800014212","King Gardens","72 Dubois Ct","Englewood","Multifamily",2,88,88,2018-08-16,2014-01-28,10
"114","800014212","King Gardens","Humphrey & Williams Streets","Englewood","Multifamily",7,76.8571428571429,78,2016-06-06,2000-11-13,2.85714285714286
"115","800014216","Liberty Village","205 Liberty St","Plainfield","Multifamily",1,85,85,2013-09-11,2013-09-11,20
"116","800014216","Liberty Village","Liberty Street & Fourth Street","Plainfield","Multifamily",7,59.8571428571429,50,2018-11-28,2001-07-26,2.85714285714286
"117","800014216","Liberty Village",,"Plainfield","Multifamily",1,86,86,2015-12-03,2015-12-03,20
"118","800014217","Lincoln Park Towers","31 Lincoln Park","Newark","Multifamily",3,79.3333333333333,78,2019-09-11,2013-08-06,6.66666666666667
"119","800014217","Lincoln Park Towers","31-33 Lincoln Park","Newark","Multifamily",3,83,80,2007-12-14,2003-09-03,6.66666666666667
"120","800014230","Livingston Homes","162 Livingston St","Newark","Multifamily",1,88,88,2013-06-05,2013-06-05,20
"121","800014230","Livingston Homes","29 Livingston St","Newark","Multifamily",1,47,47,2019-10-21,2019-10-21,20
"122","800014230","Livingston Homes","7 Livingston St","Newark","Multifamily",7,71.8571428571429,75,2015-07-01,2004-06-28,2.85714285714286
"123","800014246","Madison Apts","485 E 19th St","Paterson","Multifamily",1,86,86,2013-11-21,2013-11-21,20
"124","800014246","Madison Apts","504 Madison Ave","Paterson","Multifamily",9,74.7777777777778,81,2017-12-05,2000-10-06,2.22222222222222
"125","800014252","Margate Terrace Apartments","601 N Fredericksburg Ave. & Marshall","Margate","Multifamily",4,89.75,90.5,2008-09-30,2000-12-14,5
"126","800014252","Margate Terrace Apartments","610 N Fredricksburg Ave","Margate","Multifamily",1,86,86,2019-04-24,2019-04-24,20
"127","800014252","Margate Terrace Apartments",,"Margate City","Multifamily",1,95,95,2015-06-26,2015-06-26,20
"128","800014274","Mount Calvary I","244 Chadwick Ave","Newark","Multifamily",6,73.3333333333333,77,2013-11-15,2001-07-09,3.33333333333333
"129","800014274","Mt. Calvary I","244 Chadwick Ave","Newark","Multifamily",1,93,93,2017-02-25,2017-02-25,20
"130","800014279","Murawski Towers","1551 Dill Ave","Linden","Multifamily",1,80,80,2013-08-23,2013-08-23,20
"131","800014279","Murawski Towers","1599 Dill Ave","Linden","Multifamily",6,83.8333333333333,88,2019-08-21,2002-06-07,3.33333333333333
"132","800014291","Nc Roseville Senior","1 S 8th St","Newark","Multifamily",1,93,93,2019-01-09,2019-01-09,20
"133","800014291","New Community - Roseville","1 S 8th St","Newark","Multifamily",7,72.7142857142857,76,2014-12-12,2001-07-06,2.85714285714286
"134","800014292","N C Douglas","15 Hill St","Newark","Multifamily",1,83,83,2019-03-10,2019-03-10,20
"135","800014292","New Community Douglas Homes","15 Hill St","Newark","Multifamily",8,73.25,78.5,2016-04-29,2001-06-28,2.5
"136","800014294","New Community  Hudson Senior Housing","21-27 Orchard St","Jersey City","Multifamily",8,75.125,74,2014-12-19,2001-01-31,2.5
"137","800014294","New Community Hudson Senior Housing","21-27 Orchard St","Jersey City","Multifamily",1,90,90,2018-01-08,2018-01-08,20
"138","800014296","New Floral Gardens I-A","1102 26th St","North Bergen","Multifamily",1,98,98,2014-04-01,2014-04-01,20
"139","800014296","New Floral Gardens I-A","2502 Cottage Ave","North Bergen","Multifamily",5,83.8,94,2018-10-12,2000-08-30,4
"140","800014297","New Floral Gardens 1-B","1102 26th St","North Bergen","Multifamily",1,98,98,2014-05-12,2014-05-12,20
"141","800014297","New Floral Gardens 1-B","2601 Newkirk Ave","North Bergen","Multifamily",5,86.6,91,2018-10-15,2000-10-12,4
"142","800014305","Nia      A/K/A  Amity Heights","130 Pamphylia Ave","Bridgeton","Multifamily",1,95,95,2014-08-14,2014-08-14,20
"143","800014305","Nia      A/K/A  Amity Heights","Pamphylia Ave","Bridgeton","Multifamily",4,87,87,2018-04-12,2002-07-24,5
"144","800014308","Martin Gerber Apartments","550 Remsen Ave","North Brunswick","Multifamily",2,94.5,94.5,2019-08-05,2016-03-16,10
"145","800014308","North Brunswick Uaw Housing","550 Remsen Ave","North Brunswick","Multifamily",3,84.3333333333333,80,2008-07-02,2003-09-08,6.66666666666667
"146","800014326","Oceanport  Senior Citizens","274 E Main St","Oceanport","Multifamily",1,99,99,2018-11-15,2018-11-15,20
"147","800014326","Oceanport  Senior Citizens Housing","274 E Main St","Oceanport","Multifamily",5,87.2,92,2015-10-13,2000-10-25,4
"148","800014334","Oakwood Plaza Apartments","380 Irvington Ave","Elizabeth","Multifamily",5,75.2,69,2008-06-06,2001-08-03,4
"149","800014334","Oakwood Plaza Apartments Aka Parkers View","450 Irvington Ave","Elizabeth","Multifamily",1,74,74,2019-05-29,2019-05-29,20
"150","800014336","Covenant Manor","623 E Front St","Plainfield","Multifamily",1,92,92,2014-12-10,2014-12-10,20
"151","800014336","Covenant Manor","631 E Front St","Plainfield","Multifamily",4,86,92.5,2018-04-27,2003-06-30,5
"152","800014339","The Gables At West Windsor","996 Alexander Rd","Princeton Junction","Multifamily",1,95,95,2020-03-05,2020-03-05,20
"153","800014339","The Gables At West Windsor","996 Alexander Rd","West Windsor","Multifamily",1,96,96,2014-01-23,2014-01-23,20
"154","800014339","The Gables At West Windsor","Rt 571 & Alexander Rd","Princeton Junction","Multifamily",1,83,83,2017-08-29,2017-08-29,20
"155","800014339","The Gables At West Windsor","Rt 571 & Alexander Rd","West Windsor Township","Multifamily",2,93,93,2007-01-16,2003-07-17,10
"156","800014339","The Gables At West Windsor",,"Princeton Junction","Multifamily",1,96,96,2014-01-24,2014-01-24,20
"157","800014343","220 Prospect Holdings","220 Prospect St","East Orange","Multifamily",2,90.5,90.5,2019-02-01,2016-12-16,10
"158","800014343","The Pavilion","220 Prospect St","East Orange","Multifamily",7,60.1428571428571,62,2009-07-16,2002-07-17,2.85714285714286
"159","800014348","Lehmann Gardens","12 Sulak Ln","Park Ridge","Multifamily",2,94.5,94.5,2017-12-12,2014-11-25,10
"160","800014348","Lehmann Gardens/A.k.a. Woodland Gardens","12 Sulak Ln","Park Ridge","Multifamily",3,98.6666666666667,99,2008-08-28,2002-09-10,6.66666666666667
"161","800014350","Park View East","4300 Park Ave","Union City","Multifamily",1,70,70,2013-07-12,2013-07-12,20
"162","800014350","Park View East","4300 Park Ave","Weehawken","Multifamily",1,99,99,2014-09-10,2014-09-10,20
